"","score","text"
"6944",-1,"lefty trying kill tell send"
"6945",0,"stop using palm oil destroying amazon displacing primates start recycling"
"6946",0,"today basic girl dream bogo"
"6947",0,""
"6948",1,"work report goinia"
"6949",-1,"lefty trying kill tell send"
"6950",-1,"lefty trying kill tell send thei"
"6951",0,"ive hour"
"6952",1,"now celebrate start adventure"
"6953",2,"share love share share gratitude share give"
"6954",-1,"book lost knowledge two paper one deconstructed"
"6955",1,"customers via voice command messaging interface delivering speed convenience"
"6956",2,"share love share share gratitude share give"
"6957",1,"happy accident bought bogo yesterday coworker obvi"
"6958",-1,"revealed twist white chocolate mocha thrillist via"
"6959",0,"stop using palm oil destroying amazon displacing primates start recycling location"
"6960",-1,"revealed twist white chocolate mocha thrillist via"
"6961",1,"this store and favorite time"
"6962",0,"control energy"
"6963",1,"red coming red coming erm red white thank"
"6964",1,"you buy happiness buy frappuccino kinda"
"6965",0,"allow friday"
"6966",-2,"how pretentious drinking tea pinky laughing hysterically"
"6967",2,"share love share share gratitude share give"
"6968",0,"staff harassed customer trump shirt"
"6969",1,"are ready weekend join lounge dine"
"6970",-2,"disappointed morning ordered grande half typically complain"
"6971",0,"happy pay america cause consumerist whore"
"6972",-1,"are mad"
"6973",1,"there conscious comfy nahiya naman ako kay ate ito ang"
"6974",0,"close guess"
"6975",1,"happiness"
"6976",0,"apparently just fuck appropriate starbuck"
"6977",-1,"spent damn time france"
"6978",-1,"tried toasted white chocolate mocha tastes burned coconut milk"
"6979",-1,"this favorite time country loses shit design"
"6980",0,""
"6981",1,"ummmm yes thank"
"6982",0,"friday feels"
"6983",0,"how weeks ago trying shift"
"6984",0,"fruit toast friday lunch"
"6985",2,"celebrate veteran day offering free drip today active veterans val"
"6986",0,"location teases"
"6987",0,"first caffeinated beverages"
"6988",0,"see hours"
"6989",0,"girls talk"
"6990",0,"being basic white girl"
"6991",2,"gift celebration anniversary extraordinary experiences"
"6992",2,"gingerbread latte even buy one get one free all festive favourites today sunday"
"6993",1,"christmas drink new york loving designs"
"6994",1,"first eggnog drink season had include dog cuteness effect"
"6995",2,"good morning enjoy day time"
"6996",2,"share love share share gratitude share give"
"6997",0,"list"
"6998",1,"happy friday school"
"6999",0,"ordered grande filled tall foam fill half"
"7000",0,"christmas shopping calls experience"
"7001",2,"brewing fresh pumpkin spice nespresso machine fireplace perfect day"
"7002",1,"happen lover maybe check"
"7003",1,"christmas mugs cute"
"7004",0,"this suggestions"
"7005",-1,"poor service empty tire traffic didnt stop getting time life"
"7006",0,"even rock"
"7007",1,"when spells name adds happy drawing"
"7008",1,"happen lover maybe check"
"7009",0,"questions"
"7010",-2,"just remembered season soon can wait petty"
"7011",0,"early morning"
"7012",0,"tree yes pink"
"7013",0,""
"7014",0,"designed based real store"
"7015",1,"the design available"
"7016",0,"live"
"7017",-1,"the toasted white chocolate mocha tastes bacon decide bad"
"7018",0,"winter coming"
"7019",0,"pumpkin spice latte bound"
"7020",0,"yes peppermint white mocha sound"
"7021",0,"when comment age triumph shirt ignore"
"7022",0,"kinda morning"
"7023",1,"festive friday buy"
"7024",1,"well blend past"
"7025",0,"for sake sister planner philippines"
"7026",-1,"did you see halloween trying vampire zombie frappuccinos"
"7027",0,"register november ends open"
"7028",2,"outstanding exceptional customer service capitol after weeks absenc"
"7029",0,"menu amazing missed eggnog latte"
"7030",0,"east blvd"
"7031",1,"the women stunned frappe chino coldest day gotta"
"7032",0,"siam mall"
"7033",1,"since late fine tuning engine create class customer experience"
"7034",1,"cuppa hot chocolate"
"7035",0,"mug parks please"
"7036",0,"looking"
"7037",-1,"google shut drunk"
"7038",1,"warming hot chocolate"
"7039",1,"siren awesome steve"
"7040",2,"dear run stoppers plenty lids sincerely girl pep"
"7041",2,"share love share share gratitude share give"
"7042",1,"well blend"
"7043",0,"ends"
"7044",1,"toffee nut latte hot looove"
"7045",0,"ends"
"7046",0,"ends"
"7047",0,"grabbing quick bite street starting looong weekend"
"7048",0,"think set morning"
"7049",-2,"the cigarettes smelled shop terrible smoking japanese"
"7050",0,"how cranston"
"7051",-1,"slime diy satisfying slime asmr floam fluffy glitter slime"
"7052",0,"its beginning look lot christmas"
"7053",1,"festive friday buy"
"7054",1,"good"
"7055",1,"festive drinks time"
"7056",1,"mugs ornaments arrive resort daps magic"
"7057",0,"tried toasted white chocolate mocha its"
"7058",1,"good"
"7059",0,"ive reached level dunkin tastes water anyone"
"7060",0,"hook found served"
"7061",0,"whoever mel oxford"
"7062",0,"all"
"7063",1,"qamar zaman following twitter bio growth hacker love champion law firms physique athlete stuck geek body"
"7064",0,"valencia starbuck care medicalcentre hospital"
"7065",0,"adds drinks offers deal"
"7066",0,"starbuck care medicalcentre hospital"
"7067",0,"yum yum tagaytay"
"7068",0,"yum yum tagaytay"
"7069",0,""
"7070",0,"ceo jack bendheim sitting ago talking restaurants"
"7071",2,"its time awesome crew awesome store"
"7072",-1,"dont worry basic"
"7073",0,"egg nog latte"
"7074",-1,"book lost knowledge two paper one deconstructed"
"7075",0,"all"
"7076",0,"all"
"7077",0,"all"
"7078",1,"you welcome"
"7079",0,"barista name drinks tori tori barista barista barista nailed"
"7080",0,"the future people buying"
"7081",1,"prices cheaper buy espresso machine buy drink"
"7082",1,"can get trust delish"
"7083",1,"when fresh morning scones just saying"
"7084",1,"caught cool kids current promotion day sunday"
"7085",-1,"ive spent bucks week damn flavors"
"7086",0,"time"
"7087",0,"dammit fucking hot water winchester location"
"7088",0,"finally mine"
"7089",0,"friday"
"7090",2,"todays pairing sweet cream nitro perfectly symmetrical chocolate chunk muffin"
"7091",-2,"every secret sorrows world times call cold sad"
"7092",0,"christmas"
"7093",0,"white christmas white chocolate unveils drinks via"
"7094",0,"water essential"
"7095",1,"what favorite city latte dale parenting starting day"
"7096",0,"not big mac index the wall street journal price lattes"
"7097",-1,"check drink contaminated recent report tests found"
"7098",0,"told accepting apparently includes alshaya stores"
"7099",0,"finally mine"
"7100",1,"love starting day"
"7101",0,"will dubai honour"
"7102",0,"allowed people freely beta program"
"7103",1,"the calm storm"
"7104",0,"phnom penh international airport international"
"7105",0,"the origin logo similarity logo head"
"7106",0,"beverage insulator fabric pocket huggie cold hot pockethuggie"
"7107",0,"executive republican tax plan fool gold"
"7108",0,"executive republican tax plan fool gold"
"7109",0,"executive republican tax plan fool gold"
"7110",0,"executive republican tax plan fool gold"
"7111",1,"did the famous red returns today whens talk"
"7112",-1,"need badly morning"
"7113",0,""
"7114",2,"free upgrade"
"7115",2,"love love care"
"7116",-1,"hav exec chairman talk gop tax plan doubt joe"
"7117",0,"time"
"7118",0,"loma lona lora whoever wish day"
"7119",0,"outdoing"
"7120",1,"the ceo company growing helping engineering"
"7121",1,"good morning"
"7122",2,"the ideal hot drinks machine offering choice varieties beverages includin"
"7123",0,"how poll day"
"7124",0,"shop interior design design"
"7125",0,"hazelnut latte sprinkled cinnamon favourite christmas drink"
"7126",0,"chocolate praline mousse cake the mother mousse cakes"
"7127",0,"transit"
"7128",0,"how poll day"
"7129",0,""
"7130",0,"money build real store except mini collectible store hope day build"
"7131",0,"all news min listen"
"7132",2,"good morning hands free mug carriers shoulder strap"
"7133",0,"christmas alright"
"7134",0,"fucking cute"
"7135",1,"because love"
"7136",-1,"realise start day walking eggnog latte waiting"
"7137",0,"how tradition"
"7138",0,"how tradition"
"7139",0,"omg heard swifts album"
"7140",1,"happy friday"
"7141",-2,"unlikely friend unlikely"
"7142",1,"about cranberry bliss bar season"
"7143",0,"friday list sleep peppermint mocha visit kitty listen"
"7144",0,"time christmas"
"7145",0,"time fly"
"7146",0,"received word promo text specifies beverage equal"
"7147",-1,"bill gates saved howard schultz dream the story could make you cry"
"7148",0,"the stars aligned finally morena"
"7149",1,"mugs ornaments arrive resort daps magic"
"7150",0,"french press"
"7151",1,"omg related stuff enjoying friday leave"
"7152",0,"water essential"
"7153",0,"reserve sapphire bloc"
"7154",0,"how start morning amirite"
"7155",0,"water essential"
"7156",0,"water essential"
"7157",-1,"christmas cold brew"
"7158",1,"espress yourself tee new beloved collection"
"7159",0,"christmassy earth time"
"7160",1,"person excited flavors"
"7161",0,"latte dollar worth different measures valuing currency difficult via"
"7162",1,"our machine ready waiting allerton restaurant enjoy just"
"7163",0,"executive republican tax plan fool gold"
"7164",0,"executive republican tax plan fool gold"
"7165",2,"come buy festive favourite drink free friend"
"7166",0,"turns out your addiction your dna"
"7167",0,"the origin logo similarity logo head"
"7168",0,"why entrepreneurs obsessed shops particularly"
"7169",0,"experience expect"
"7170",0,"costs what"
"7171",0,"client via"
"7172",0,"rising sun not"
"7173",-2,"miss days angry tweets design"
"7174",1,"brings favorite"
"7175",-1,"aussie immerse asia new zealand dollar fell rbnz exclusive financial reports"
"7176",0,"tell recent hannity advertisers run ads mart pharma inc films inc"
"7177",1,"realise amazing"
"7178",3,"good morning world hot love mocha"
"7179",0,"shoutout"
"7180",2,"good morning all someone near parking remember good now sir"
"7181",-2,"the religious outraged rape"
"7182",0,"tuesday session vista mall"
"7183",2,"can appreciate beautiful fudge hot chocolate"
"7184",1,"late dishwasher microwave safe"
"7185",1,"enter win mug holiday blend can"
"7186",1,"caffine lover"
"7187",1,"run walk bogo drinks yay day"
"7188",0,"this marketing"
"7189",0,"but stop"
"7190",2,"celebrating veteran day free drip friday active veterans valid thank"
"7191",0,"bogo starbs coworkers thursday afternoons lot"
"7192",1,"first drink seen happy thursday https"
"7193",-1,"mmmm addicted"
"7194",-1,"free bad broke"
"7195",0,"mine"
"7196",0,"obsessed collection let getting gifts"
"7197",2,"better brighter image art"
"7198",0,"shoutout"
"7199",0,"nothing cuter shops"
"7200",2,"better brighter image art"
"7201",0,"the ornaments"
"7202",1,"tell truly loves brunch saturday homegirls gotta wor"
"7203",0,"the origin logo similarity logo head"
"7204",0,"uhhh sem uhhh mazen"
"7205",-2,"the religious outraged rape"
"7206",2,"share love share share gratitude share give"
"7207",1,"tis season jolly"
"7208",1,"what told unbreakable addiction actually benefit"
"7209",-1,"dude carrying gun fairfax really threatened waiting latte"
"7210",1,"been fun check interactive nutrition content"
"7211",0,"new design frapphead"
"7212",1,"been fun check interactive nutrition content"
"7213",0,"wayyyyy toooo"
"7214",0,"missed drinks glad"
"7215",0,"tea cup original"
"7216",1,"please collectors thank"
"7217",1,"buy drink get free share nov canada"
"7218",1,"good workout studio"
"7219",0,"agreed"
"7220",0,"two drinks added menu including toasted white chocolate mocha"
"7221",0,"new"
"7222",2,"may day merry bright"
"7223",0,"having mocha frappuccino world"
"7224",1,"been fun check interactive nutrition content"
"7225",1,"whenever drive thru people peace venti"
"7226",0,"walked afternoon walked thos"
"7227",1,"enter win mug holiday blend can"
"7228",0,"the origin logo similarity logo head"
"7229",0,"latte dishwasher"
"7230",1,"been fun check interactive nutrition content"
"7231",1,"having peppermint mocha chatting amazing friends thanks"
"7232",0,"help help you"
"7233",0,"let stickers begin"
"7234",0,"trying blending pen xdddd"
"7235",2,"thank buy free monday"
"7236",0,"winter comin"
"7237",1,"buy freeeeee thank try"
"7238",1,"this tasted pretty"
"7239",0,"years via"
"7240",1,"good workout studio"
"7241",1,"beautiful medellin"
"7242",0,"although peppermint mocha hours ago feeling awake"
"7243",0,"afternoon pick"
"7244",1,"important psa just debuted new holiday drink"
"7245",0,"dinner coffe"
"7246",0,"time hoboken"
"7247",1,"dear cards favorites series love prints"
"7248",1,"that feeling friend free"
"7249",1,"grab tea check school connection fair flyer local"
"7250",-1,"gets toasty twist via"
"7251",1,"buy drink free starting"
"7252",2,"tossing buy foxy plush advantage bogo sale"
"7253",0,"kid treat"
"7254",2,"win favorite bag"
"7255",1,"holiday cup mug red with candy striped top pre owned euc"
"7256",1,"sip smile repeat"
"7257",1,"sip smile repeat"
"7258",1,"sip smile repeat"
"7259",1,"holiday cup mug red with candy striped top pre owned euc"
"7260",1,"sip smile repeat"
"7261",0,"tweet little white girl"
"7262",-2,"dude walks faggot walk fist clenched beg"
"7263",0,"summer coming"
"7264",1,"holiday cup mug red with candy striped top pre owned euc via"
"7265",1,"free birthday"
"7266",1,"after index whats dollar worth depends"
"7267",1,"check cheesing little happy"
